Nom_fichier	Numéro_Phrase	Dynamique	Lieu_objet	Lieu_loc	Temps	Acteur	Perc	Doc
1958-padog_20230710.xml	475	constituer des « pôles d’attraction » importants, des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois						
1958-padog_20230710.xml	476	doivent être réalisés						
1958-padog_20230710.xml	477	l’installation et le développement d’éléments du secteur privé						
1958-padog_20230710.xml	478	noyaux urbains nouveaux						
1958-padog_20230710.xml	479	pourront-elles y être implantées						
1958-padog_20230710.xml	480	s’y développent						
1958-padog_20230710.xml	481	ces nouveaux centres urbains						
1958-padog_20230710.xml	483	la création de plusieurs de ces noyaux						
1958-padog_20230710.xml	488	doivent être non seulement disponibles mais aménagés						
1958-padog_20230710.xml	490	créer une véritable ville nouvelle						
1958-padog_20230710.xml	492	puissent être aménagées	des relations rapides routières et ferrées, tant avec PARIS qu’avec les parties peuplées de l’agglomération les plus voisines				sans dépenses exagérées	
1958-padog_20230710.xml	494	nouvelles villes anglaises	villes anglaises					
1958-padog_20230710.xml	496	Villes nouvelles	Villes	à proximité de l’agglomération actuelle				
1958-padog_20230710.xml	497	Extension importante de villes existantes	villes existantes				importante	
1958-padog_20230710.xml	498	Villes nouvelles	Villes	à 40 ou 50 km de PARIS				
1958-padog_20230710.xml	501	VILLES CRÉÉES	VILLES	à proximité de l’agglomération mais extérieures à cette dernière				
1958-padog_20230710.xml	502	aucune infrastructure nouvelle	aucune infrastructure					
1958-padog_20230710.xml	503	pourra, le cas échéant, être créé	un point d’arrêt nouveau				pourra	
1958-padog_20230710.xml	504	se sont créés ainsi le long des voies ferrées près des gares, des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	le long des voies ferrées près des gares				
1958-padog_20230710.xml	505	leur création	cités-dortoirs					
1958-padog_20230710.xml	506	leur apporter des activités indispensables						
1958-padog_20230710.xml	509	constitueraient ainsi de véritables prolongements tentaculaires						
1958-padog_20230710.xml	511	l’aménagement et l’organisation générale de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	512	la création de villes satellites échelonnées						
1958-padog_20230710.xml	513	l'extension importante de villes existantes						
1958-padog_20230710.xml	514	la création de cités nouvelles importantes						
1958-padog_20230710.xml	515	noyaux urbains nouveaux à créer						
1958-padog_20230710.xml	517	CRÉATION DE VILLES SATELLITES	VILLES SATELLITES	SUR DE GRANDS AXES DE CIRCULATION				
1958-padog_20230710.xml	518	Implantations		au long de « grands axes »				
1958-padog_20230710.xml	521	EXTENSION DES VILLES EXISTANTES	VILLES EXISTANTES					
1958-padog_20230710.xml	523	extensions						
1958-padog_20230710.xml	524	CITÉS NOUVELLES	CITÉS	A 40 ou 50 km DE PARIS				
1958-padog_20230710.xml	525	nouveaux centres urbains	centres urbains					
1958-padog_20230710.xml	526	Nouvelles zones d'activités	zones d'activités					
1958-padog_20230710.xml	527	RÉORGANISATION DE LA BANLIEUE	LA BANLIEUE	AUTOUR DE NOYAUX URBAINS				
1958-padog_20230710.xml	530	EXTENSION IMPORTANTE DE VILLES EXISTANTES	VILLES EXISTANTES	A 40 OU 50 KM				
1958-padog_20230710.xml	533	croître	les				On peut les voir	
1958-padog_20230710.xml	534	cette évolution progressive					Bien conduite	
1958-padog_20230710.xml	535	à créer						
1958-padog_20230710.xml	536	prennent une vie propre	ces villes					
1958-padog_20230710.xml	538	la ville nouvelle						
1958-padog_20230710.xml	539	seraient à créer	les services publics					
1958-padog_20230710.xml	540	la création d’une ville entièrement nouvelle						
1958-padog_20230710.xml	541	une extension modérée	ces villes				modérée	
1958-padog_20230710.xml	546	créer une ville						
1958-padog_20230710.xml	549	la doter des équipements voulus						
1958-padog_20230710.xml	550	une création relativement limitée						
1958-padog_20230710.xml	552	créer une ville	une ville	à 50 km de PARIS			Mais dans quel but	
1958-padog_20230710.xml	553	placer		y				
1958-padog_20230710.xml	554	créer de véritables villes universitaires						
1958-padog_20230710.xml	562	créer les services publics						
1958-padog_20230710.xml	563	une amélioration à la structure de l’agglomération parisienne	l’agglomération parisienne				on peut se demander en quoi elle apporterait	
1958-padog_20230710.xml	565	une telle création						
1958-padog_20230710.xml	568	nouveaux noyaux urbains	noyaux urbains					
1958-padog_20230710.xml	569	nouveaux quartiers					indispensable	
1958-padog_20230710.xml	570	seront conçus ou améliorés						
1958-padog_20230710.xml	571	le nouveau noyau urbain	noyau urbain					
1958-padog_20230710.xml	572	s’y développeront	les centres d’affaires et de travail	y				
1958-padog_20230710.xml	574	étendront progressivement leur zone d’influence						
1958-padog_20230710.xml	575	de grands axes actuels ou projetés	de grands axes					
1958-padog_20230710.xml	576	les réaliser						
1958-padog_20230710.xml	577	l’aménagement de la Région						
1958-padog_20230710.xml	592	non de l’étendre						
1958-padog_20230710.xml	594	nouveaux noyaux urbains principaux et secondaires	noyaux urbains principaux et secondaires					
1958-padog_20230710.xml	597	pouvoir être réalisés						
1958-padog_20230710.xml	600	viendront facilement s’installer						
1958-padog_20230710.xml	601	toutes réalisations de cette importance qui s’échelonneront						
1958-padog_20230710.xml	602	une restructuration de l’agglomération	l’agglomération				pourraient permettre	
1958-padog_20230710.xml	604	son prolongement éventuel	LA DÉFENSE	dans la plaine de MONTESSON			éventuel	
1958-padog_20230710.xml	605	prolonger vers l’Ouest le grand axe de PARIS : Louvre, Concorde, Étoile						
1958-padog_20230710.xml	606	mouvement vers l’Ouest du quartier des affaires						
1958-padog_20230710.xml	607	un étalement très importants						
1958-padog_20230710.xml	608	la construction du Centre National des Industries et des Techniques	Centre National des Industries et des Techniques				L’entreprise hardie	
1958-padog_20230710.xml	610	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»						
1958-padog_20230710.xml	611	la réalisation d’une transversale rapide Est-Ouest de PARIS			le commencement			
1958-padog_20230710.xml	613	le prolongement éventuel de l’opération « DÉFENSE »	l’opération « DÉFENSE »				éventuel	
1958-padog_20230710.xml	618	un nouveau noyau urbain important						
1958-padog_20230710.xml	619	pouvait être transféré						
1958-padog_20230710.xml	621	un transfert de ces installations aéronautiques						
1958-padog_20230710.xml	622	l’étude d’une utilisation du Plateau de Villacoublay	Plateau de Villacoublay				mérite-t-elle d’être entreprise	
1958-padog_20230710.xml	624	la construction d’un noyau important	un noyau important				On pourrait prévoir	
1958-padog_20230710.xml	625	la construction d’une ville universitaire ou d’une cité administrative	une cité administrative				On peut envisager	
1958-padog_20230710.xml	626	la construction d’une ville-parc spécialement aménagée pour les sports et les loisirs						
1958-padog_20230710.xml	627	devant être améliorée						
1958-padog_20230710.xml	631	grignotée sans cesse par des lotissements ou des exploitations de carrières	la forêt de BONDY				grignotée	
1958-padog_20230710.xml	633	le développement s’est poursuivi de façon anarchique	cette région				de façon anarchique	
1958-padog_20230710.xml	636	créer un vaste parc départemental	un vaste parc départemental	à LA COURNEUVE		le département de la Seine	a envisagé	
1958-padog_20230710.xml	638	son développement envisagé						
1958-padog_20230710.xml	639	l’extension et à la modernisation sur place de l’aérodrome actuel						
1958-padog_20230710.xml	640	pouvait être aménagé						
1958-padog_20230710.xml	641	un élément restructurateur de tout l’ensemble indiqué précédemment						
1958-padog_20230710.xml	643	formeraient une couronne						
1958-padog_20230710.xml	646	les trois noyaux de restructuration	les trois noyaux					
1958-padog_20230710.xml	648	un centre restructurateur						
1958-padog_20230710.xml	649	une organisation de la partie de banlieue						
1958-padog_20230710.xml	651	la sauvegarde						le Plan d’Aménagement
1958-padog_20230710.xml	652	un prolongement tentaculaire de l’agglomération						
1958-padog_20230710.xml	654	la restructuration de la banlieue	la banlieue					
1958-padog_20230710.xml	655	les constructions nouvelles						
1958-padog_20230710.xml	656	certains ensembles réalisés	certains ensembles		Au cours des dernières années	quelques grands organismes constructeurs		
1958-padog_20230710.xml	657	doivent être convenablement équipées	des unités				convenablement	
1958-padog_20230710.xml	658	localiser dans leur périmètre certains équipements publics nécessaires	certains équipements publics nécessaires	dans leur périmètre			permettront	
1958-padog_20230710.xml	660	l’effort de rénovation entrepris						
1958-padog_20230710.xml	661	la réalisation	Les grands ensembles	près de PARIS				
1958-padog_20230710.xml	671	une possibilité de construction de quelque 85.000 logements et 200 hectares de zones d’activités	200 hectares de zones d’activités				une possibilité	
1958-padog_20230710.xml	672	un grand nombre d’autres opérations importantes						
1958-padog_20230710.xml	673	« colmater » les derniers vides de l’agglomération						
1958-padog_20230710.xml	674	reconquête des anciens quartiers ou centres urbains vétustes ou insalubres de PARIS ou des communes de banlieue	communes de banlieue					
1958-padog_20230710.xml	676	une réorganisation à grande échelle de la Région Parisienne						
1958-padog_20230710.xml	678	remise en ordre	PARIS ou de sa banlieue				remise en ordre	
1958-padog_20230710.xml	679	demeurer une zone de détente et de loisirs						
1958-padog_20230710.xml	680	la rénovation et la restructuration de la banlieue	la banlieue					
1958-padog_20230710.xml	681	des rénovations internes						
1958-padog_20230710.xml	682	la libération d’un certain nombre d’emplacements						
1958-padog_20230710.xml	683	Le report vers la périphérie de PARIS des centres d’approvisionnement ou de gares routières à marchandises	gares routières à marchandises	vers la périphérie de PARIS				
1958-padog_20230710.xml	685	la construction dans PARIS même de grands édifices publics	grands édifices publics	dans PARIS même				
1958-padog_20230710.xml	686	les possibilités d’avenir de cette Région						
1958-padog_20230710.xml	692	Le maintien de cette zone rurale	cette zone rurale	autour d’une agglomération aussi dense			est d’une nécessité absolue	
1958-padog_20230710.xml	694	doit s’étioler						
1958-padog_20230710.xml	703	Un effort correspondant d’aménagement et d’équipement de ces localités	ces localités				Un effort	
1958-padog_20230710.xml	706	devra donc aussi être développé ou amélioré	L’équipement hôtelier				devra	
1958-padog_20230710.xml	715	seront implantées simultanément						
1958-padog_20230710.xml	716	tous prolongements tentaculaires de la banlieue parisienne						
1958-padog_20230710.xml	717	devraient suivre un développement normal	les cités de COULOMMIERS et de PROVINS	en plein cœur de la Brie			normal	
1958-padog_20230710.xml	719	l’aménagement de la zone rurale de la Région Parisienne	la zone rurale de la Région Parisienne				un appoint non négligeable	
1958-padog_20230710.xml	720	un desserrement d’activités	activités					
1958-padog_20230710.xml	721	pourraient être ainsi libérés	des emplacements				pourraient	
1958-padog_20230710.xml	723	Une stabilisation de la Région Parisienne	la Région Parisienne					une politique nationale d’aménagement du territoire
1958-padog_20230710.xml	724	nouveaux noyaux urbains principaux et secondaires						
1958-padog_20230710.xml	725	sera maintenue	Une zone boisée et rurale importante	autour de cette agglomération				
1958-padog_20230710.xml	726	pourront recevoir un accroissement modéré	certaines agglomérations	Dans cette zone			modéré	
1958-padog_20230710.xml	727	Les développements importants d’agglomérations	agglomérations	au plus près dans les villes à deux heures de PARIS, comme ROUEN, AMIENS, REIMS, TROYES, ORLEANS, LE MANS			ne pourront être admis	
1958-padog_20230710.xml	729	l’évolution future de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	733	la rénovation des logements vétustes, insalubres ou surpeuplés						
