Nom_fichier	Numéro_Phrase	Dynamique	Cause	Res	Obj
1965-SDAURP_CE_Oct23_GP.xml	705	Les grands ensembles construits	none	Les grands ensembles	none
1965-SDAURP_CE_Oct23_GP.xml	705	ont submergé les environs, boisés ou cultivés	none	les lotissements	none
1965-SDAURP_CE_Oct23_GP.xml	707	ont été - à raison de 20 logements à l'hectare en moyenne - couverts de pavillons	none	pavillons	none
1965-SDAURP_CE_Oct23_GP.xml	710	est interdit d'étendre la zone urbaine	none	afin d'empêcher le lotissement de champs en pleine nature	afin d'empêcher le lotissement de champs en pleine nature
1965-SDAURP_CE_Oct23_GP.xml	710	empêcher le lotissement de champs en pleine nature	un plan d'urbanisme régional - le premier qui se soit étendu au-delà des limites de la ville de Paris - a dégagé la notion d'un périmètre d'agglomération, hors duquel il est interdit d'étendre la zone urbaine	none	none
1965-SDAURP_CE_Oct23_GP.xml	714	la zone construite	none	la zone	none
1965-SDAURP_CE_Oct23_GP.xml	714	subsistaient	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	717	la réduction progressive des espaces demeurés libres	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	717	les surfaces réservées	none	des équipements publics (lycées, stades, espaces verts)	none
1965-SDAURP_CE_Oct23_GP.xml	717	un "bourrage du terrain	none	none	afin d'amortir la deuxième conséquence de la rareté: la hausse du prix
1965-SDAURP_CE_Oct23_GP.xml	737	les constructions nouvelles	none	les constructions	none
1965-SDAURP_CE_Oct23_GP.xml	749	mètre carré construit	none	mètre carré	none
1965-SDAURP_CE_Oct23_GP.xml	749	les démolitions de locaux	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	750	l'expansion des activités	>Ces textes	none	none
1965-SDAURP_CE_Oct23_GP.xml	750	l'implantation d'activités	>Ces textes	activités	none
1965-SDAURP_CE_Oct23_GP.xml	750	leur décentralisation	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	751	l'implantation	Une telle réglementation	activités situées à proximité du centre de l'agglomération	none
1965-SDAURP_CE_Oct23_GP.xml	751	le desserrement	Une telle réglementation	none	none
1965-SDAURP_CE_Oct23_GP.xml	752	ont été créées	none	de petites zones d'emplois	none
1965-SDAURP_CE_Oct23_GP.xml	752	leur mise en place	une réduction du montant de la redevance	none	none
1965-SDAURP_CE_Oct23_GP.xml	752	s'implantent	none	des centres de recherche	none
1965-SDAURP_CE_Oct23_GP.xml	755	la décentralisation industrielle	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	755	construire des installations modernes	none	des installations modernes	none
1965-SDAURP_CE_Oct23_GP.xml	755	quitter des installations anciennes	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	758	la construction de logements	none	logements	none
1965-SDAURP_CE_Oct23_GP.xml	758	se remplisse la zone industrielle	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	769	une stagnation	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	769	a fait démarrer de grands travaux d'équipement public	un programme triennal	none	none
1965-SDAURP_CE_Oct23_GP.xml	772	allongement des quais	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	772	rénovation et création de centres d'affaires	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	772	ponts nouveaux	none	ponts	none
1965-SDAURP_CE_Oct23_GP.xml	772	nouveaux grands magasins	none	grands magasins	none
1965-SDAURP_CE_Oct23_GP.xml	772	refonte des réseaux de distribution d'électricité et de gaz	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	772	extension des installations d'épuration	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	785	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	none	GRANDS ÉQUIPEMENTS	none
1965-SDAURP_CE_Oct23_GP.xml	786	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	none	GRANDS ÉQUIPEMENTS	none
1965-SDAURP_CE_Oct23_GP.xml	791	la construction de logements	l'urbanisme absent	logements	none
1965-SDAURP_CE_Oct23_GP.xml	795	sont à localiser	none	plus de 100.000 logements	none
1965-SDAURP_CE_Oct23_GP.xml	795	plus de 1.200.000 logements en dix ans, soit l'équivalent d'une autre ville de Paris à construire	none	plus de 1.200.000 logements	none
1965-SDAURP_CE_Oct23_GP.xml	805	créer des centres urbains nouveaux	none	centres urbains nouveaux	pour faire face à l'insuffisance clairement perçue des grands ensembles, à l'absence d'équipements collectifs de trop de banlieues, à la congestion du centre
1965-SDAURP_CE_Oct23_GP.xml	805	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	805	les zones d'extension	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	805	centres urbains renforcés, diversifiés et rénovés	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	mettre fin à la pénurie de terrains à bâtir	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	terrains à bâtir	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	la disparition des espaces libres	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	les zones d'extension	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	rapprocher les habitats des lieux de loisir et de la campagne	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	l'extension spatiale	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	la croissance progressive des villes nouvelles	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	806	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	807	ses extensions	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	807	les espaces construits	none	les espaces	none
1965-SDAURP_CE_Oct23_GP.xml	807	va devenir	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	811	des centres urbains nouveaux	none	des centres urbains	none
1965-SDAURP_CE_Oct23_GP.xml	818	les grands ensembles récents	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	843	ces réseaux nouveaux	Le schéma directeur	ces réseaux	none
1965-SDAURP_CE_Oct23_GP.xml	844	une modernisation	le plan des transports	none	none
1965-SDAURP_CE_Oct23_GP.xml	844	accentuerait la congestion du centre	le schéma directeur	none	none
1965-SDAURP_CE_Oct23_GP.xml	851	La construction en dehors de l'agglomération d'un autre centre	none	un autre centre	none
1965-SDAURP_CE_Oct23_GP.xml	854	120.000 logements à construire	none	120.000 logements	none
1965-SDAURP_CE_Oct23_GP.xml	854	seraient localisés	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	855	quelle ville, même neuve	none	quelle ville	none
1965-SDAURP_CE_Oct23_GP.xml	856	ce centre urbain nouveau	none	centres intermédiaires	none
1965-SDAURP_CE_Oct23_GP.xml	856	la création de tels centres intermédiaires	none	centres intermédiaires	none
1965-SDAURP_CE_Oct23_GP.xml	862	a créé cinq départements nouveaux	none	cinq départements nouveaux	none
1965-SDAURP_CE_Oct23_GP.xml	863	a été étudiée	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	863	la restructuration des banlieues (Nanterre, Bobigny, Créteil)	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	863	la création des centres urbains nouveaux	none	centres urbains nouveaux	none
1965-SDAURP_CE_Oct23_GP.xml	864	Les fonctions à regrouper	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	864	les centres nouveaux	none	les centres	none
1965-SDAURP_CE_Oct23_GP.xml	865	constituer des centres urbains nouveaux	le schéma directeur	des centres urbains nouveaux	none
1965-SDAURP_CE_Oct23_GP.xml	865	seront implantés	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	880	ces centres urbains nouveaux	none	ces centres urbains	none
1965-SDAURP_CE_Oct23_GP.xml	880	s’inséreront	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	894	les centres urbains nouveaux	schéma directeur	les centres urbains	none
1965-SDAURP_CE_Oct23_GP.xml	896	Implanter ces services publics et privés	none	ces services publics et privés	none
1965-SDAURP_CE_Oct23_GP.xml	896	les nouvelles extensions de l'agglomération	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	896	un progrès bien insuffisant	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	901	l'implantation d'équipements complémentaires	La "densité" de tels centres	équipements complémentaires	none
1965-SDAURP_CE_Oct23_GP.xml	901	la création du centre	La "densité" de tels centres	centre	none
1965-SDAURP_CE_Oct23_GP.xml	903	les centres urbains nouveaux	none	peuvent contribuer à donner aux habitants des banlieues ce que la vie urbaine peut leur apporter de facultés d'épanouissement humain	none
1965-SDAURP_CE_Oct23_GP.xml	905	ces centres urbains nouveaux	none	ces centres urbains	none
1965-SDAURP_CE_Oct23_GP.xml	905	zones d'extension	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	906	ne se réaliseront pas de la même manière	none	ces centres	none
1965-SDAURP_CE_Oct23_GP.xml	909	une réalisation isolée, de logements	none	logements	none
1965-SDAURP_CE_Oct23_GP.xml	909	la création progressive du centre urbain	none	centre urbain	none
1965-SDAURP_CE_Oct23_GP.xml	909	l'émiettement des banlieues	none	la dispersion des équipements publics	none
1965-SDAURP_CE_Oct23_GP.xml	909	la dispersion des équipements publics	l'émiettement des banlieues en communes très nombreuses	none	none
1965-SDAURP_CE_Oct23_GP.xml	913	Les centres urbains nouveaux	none	Les centres urbains	none
1965-SDAURP_CE_Oct23_GP.xml	921	réalisations françaises	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	921	projets français	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	921	ces villes nouvelles	none	ces villes	none
1965-SDAURP_CE_Oct23_GP.xml	922	ces "villes nouvelles"	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	924	les "villes nouvelles"	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	924	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	925	n'arrête pas une ville	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	925	centres urbains nouveaux à créer	none	centres urbains nouveaux	none
1965-SDAURP_CE_Oct23_GP.xml	926	certaines villes nouvelles	none	certaines villes	none
1965-SDAURP_CE_Oct23_GP.xml	926	leur construction	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	931	80.000 à 100.000 logements construits	none	80.000 à 100.000 logements	none
1965-SDAURP_CE_Oct23_GP.xml	931	étaient localisés	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	931	être dispersés	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	931	formeraient chaque année une ville de plus de 300.000 habitants, aussi grande que Toulouse et son agglomération	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	933	substituer à un tissu urbain trop uniforme, à caractère dominant de dortoir et sous-équipé, des centres urbains aptes à assumer ce que les citadins d'aujourd'hui attendent de la ville	none	des centres urbains aptes à assumer ce que les citadins d'aujourd'hui attendent de la ville	none
1965-SDAURP_CE_Oct23_GP.xml	937	ces villes nouvelles	none	ces villes	none
1965-SDAURP_CE_Oct23_GP.xml	940	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	940	étant reliées à cette dernière	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	945	implanter des équipements exceptionnels - grands musées d'art ou de techniques	none	grands musées d'art ou de techniques	none
1965-SDAURP_CE_Oct23_GP.xml	945	pourront y être placés	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	945	l'insertion de ces villes	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	947	les villes nouvelles	none	les villes	none
1965-SDAURP_CE_Oct23_GP.xml	948	l'implantation systématique de villes	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	948	disposées comme des points en couronne	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	949	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	949	axes d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	951	se sont créés	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	951	ont littéralement "formé" l'agglomération	les axes fluviaux, puis routiers, puis ferroviaires, puis autoroutiers	none	none
1965-SDAURP_CE_Oct23_GP.xml	951	donnant la forme qui apparaît sur la carte	les axes fluviaux, puis routiers, puis ferroviaires, puis autoroutiers	none	none
1965-SDAURP_CE_Oct23_GP.xml	951	axes d'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	953	axes de transport nouveaux	none	axes de transport	none
1965-SDAURP_CE_Oct23_GP.xml	953	centres urbains nouveaux	axes de transport nouveaux	centres urbains nouveaux	none
1965-SDAURP_CE_Oct23_GP.xml	953	se construiront	none	les zones	none
1965-SDAURP_CE_Oct23_GP.xml	953	axes de transport nouveaux	none	axes de transport nouveaux	none
1965-SDAURP_CE_Oct23_GP.xml	953	villes nouvelles	axes de transport nouveaux	villes nouvelles	none
1965-SDAURP_CE_Oct23_GP.xml	954	implantation des villes nouvelles	none	villes nouvelles	none
1965-SDAURP_CE_Oct23_GP.xml	954	l'urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	955	l'urbanisation consciente	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	955	l'urbanisation spontanée	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	955	zones d'extension	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	955	lieux d'implantation	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	955	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	961	L'implantation systématique des villes nouvelles	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	961	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	961	se développer	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	963	la croissance passée	none	la tache d'huile	none
1965-SDAURP_CE_Oct23_GP.xml	963	serait encore élargie	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	967	La disposition des villes nouvelles	none	en couronne de points isolés	none
1965-SDAURP_CE_Oct23_GP.xml	967	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	967	mettre fin à cette croissance indéfinie de l'agglomération	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	968	plusieurs villes nouvelles puissantes	none	plusieurs villes	none
1965-SDAURP_CE_Oct23_GP.xml	968	l'allongement ou l'agrandissement de l'agglomération actuelle	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	968	concentrer en plusieurs points les zones d'extension	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	968	les zones d'extension	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	972	VILLES NOUVELLES CONÇUES	none	VILLES	none
1965-SDAURP_CE_Oct23_GP.xml	976	VILLES NOUVELLES CONÇUES	none	VILLES	none
1965-SDAURP_CE_Oct23_GP.xml	981	villes nouvelles	none	villes	none
1965-SDAURP_CE_Oct23_GP.xml	990	des villes nouvelles	none	des villes	none
1965-SDAURP_CE_Oct23_GP.xml	990	ne puissent les accueillir	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	991	localiser les zones d'extension et les villes nouvelles	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	991	les villes nouvelles	none	les villes	none
1965-SDAURP_CE_Oct23_GP.xml	993	urbanisation	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	993	la ville nouvelle	none	la ville	none
1965-SDAURP_CE_Oct23_GP.xml	993	pousser des pédoncules	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	993	se rejoindraient	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	994	la création de villes en couronne	none	villes en couronne	none
1965-SDAURP_CE_Oct23_GP.xml	994	les villes nouvelles	none	les villes	none
1965-SDAURP_CE_Oct23_GP.xml	995	une extension de la tache d'huile	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	995	des artères à créer	none	des artères	none
1965-SDAURP_CE_Oct23_GP.xml	997	la poursuite de l'expansion spatiale en tache d'huile	none	en tache d'huile	none
1965-SDAURP_CE_Oct23_GP.xml	997	la croissance des villes du bassin parisien	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	997	l'implantation d'une couronne de villes intermédiaires	none	une couronne de villes intermédiaires	none
1965-SDAURP_CE_Oct23_GP.xml	997	une extension	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	1000	Les new-towns réalisées	none	Les new-towns	none
1965-SDAURP_CE_Oct23_GP.xml	1005	un déplacement de la ceinture verte	none	un accroissement de la distance entre le centre de Londres et la partie la plus proche de cette zone de verdure	none
1965-SDAURP_CE_Oct23_GP.xml	1005	une extension de sa superficie totale	un déplacement de la ceinture verte vers l'extérieur	none	none
1965-SDAURP_CE_Oct23_GP.xml	1014	nouvelles lignes ferrées ou de voies autoroutières	none	voies autoroutières	none
1965-SDAURP_CE_Oct23_GP.xml	1015	le desserrement inéluctable des activités économiques	none	aboutissent à rapprocher dans les villes nouvelles logements et emplois	none
1965-SDAURP_CE_Oct23_GP.xml	1015	leur développement nécessaire en surface	none	aboutissent à rapprocher dans les villes nouvelles logements et emplois	none
1965-SDAURP_CE_Oct23_GP.xml	1015	aboutissent à rapprocher dans les villes nouvelles logements et emplois	leur développement nécessaire en surface	none	none
1965-SDAURP_CE_Oct23_GP.xml	1019	les désirs d'agrandissement	none	none	none
1965-SDAURP_CE_Oct23_GP.xml	1019	fera "exploser" spatialement	la croissance des revenus	none	none
